asset_id;tipo_asset;area_geografica;eta_anni;temperatura_media;vibrazione_indice;carico_pct;umidita_media;manutenzioni_ultimi_5anni;giorni_da_ultima_manutenzione;criticita_utenza;guasto_entro_30gg
AST-00633;trasformatore;Nord;14;50,9;3,34;50,4;33,2;3;145;standard;0
AST-00634;trasformatore;Nord;20;58,3;1,17;95,6;66,6;0;134;critica;0
AST-00635;cabina_primaria;Nord;19;48,0;1,3;59,1;76,7;5;20;standard;0
AST-00636;linea_AT;Nord;22;35,9;2,22;92,1;58,7;5;165;standard;1
AST-00637;linea_AT;Sud;11;30,4;2,79;80,3;92,0;0;382;alta;1
AST-00638;trasformatore;Sud;25;48,7;5,84;78,8;41,8;1;345;critica;0
AST-00639;trasformatore;Sud;27;56,8;1,32;65,3;52,5;0;482;alta;1
AST-00640;linea_AT;Sud;14;46,9;1,3;63,5;64,0;6;260;standard;0
AST-00641;turbina_eolica;Sud;19;53,1;0,75;55,0;68,5;1;287;alta;0
AST-00642;cabina_primaria;Sud;18;65,3;0,18;68,1;53,8;2;351;standard;0
AST-00643;linea_AT;Nord;14;49,5;3,36;64,7;47,2;3;180;alta;1
AST-00644;turbina_eolica;Nord;24;32,1;1,56;71,4;70,7;5;15;alta;0
AST-00645;linea_AT;Centro;29;42,5;0,72;42,6;63,9;2;258;standard;0
AST-00646;cabina_primaria;Sud;18;54,3;3,03;68,4;57,2;2;360;alta;1
AST-00647;turbina_eolica;Nord;17;39,8;3,19;90,7;69,0;3;15;alta;0
AST-00648;linea_AT;Centro;20;55,6;2,63;85,0;60,1;4;201;alta;1
AST-00649;cabina_primaria;Sud;25;41,4;1,29;68,4;60,0;2;275;critica;0
AST-00650;trasformatore;Nord;16;45,0;2,1;100,0;59,5;3;124;alta;0
AST-00651;cabina_primaria;Centro;19;38,8;0,83;57,6;50,5;6;103;standard;0
AST-00652;trasformatore;Isole;35;43,4;2,72;66,4;49,1;0;413;standard;1
AST-00653;linea_AT;Sud;30;43,9;1,12;41,9;54,6;6;481;standard;0
AST-00654;linea_AT;Nord;8;27,5;3,61;60,7;62,4;6;181;standard;0
AST-00655;linea_AT;Sud;28;38,0;2,43;100,0;35,8;2;167;alta;1
AST-00656;turbina_eolica;Nord;19;30,9;0,6;61,4;75,2;2;183;alta;0
AST-00657;linea_AT;Sud;25;38,3;3,37;40,5;62,3;2;324;standard;0
AST-00658;trasformatore;Nord;21;34,8;3,19;83,7;47,1;6;72;critica;0
AST-00659;trasformatore;Centro;18;51,1;2,92;75,0;84,6;5;238;alta;0
AST-00660;trasformatore;Centro;18;51,2;3,02;83,0;62,6;4;280;critica;0
AST-00661;linea_AT;Nord;15;47,0;1,72;62,7;43,3;6;107;standard;0
AST-00662;turbina_eolica;Isole;13;30,6;2,07;49,9;84,0;0;249;standard;0
AST-00663;trasformatore;Nord;14;41,1;1,49;64,7;81,0;8;15;alta;0
AST-00664;cabina_primaria;Nord;10;29,9;0,36;78,0;49,3;4;107;alta;0
AST-00665;turbina_eolica;Nord;7;40,7;2,4;66,7;57,5;7;148;critica;0
AST-00666;turbina_eolica;Sud;32;47,8;0,48;75,0;55,6;1;299;alta;0
AST-00667;turbina_eolica;Sud;26;50,9;0,74;58,3;35,5;3;285;standard;0
AST-00668;trasformatore;Isole;25;46,3;1,07;75,7;66,5;1;425;standard;0
AST-00669;linea_AT;Nord;11;53,3;1,8;67,9;73,8;1;197;alta;0
AST-00670;turbina_eolica;Centro;19;44,3;5,12;55,3;71,2;5;226;standard;0
AST-00671;trasformatore;Nord;20;39,9;1,07;70,5;62,5;2;225;critica;0
AST-00672;cabina_primaria;Centro;12;49,9;5,39;61,0;75,2;2;157;alta;1
AST-00673;cabina_primaria;Isole;25;50,2;3,13;79,1;46,1;1;292;alta;1
AST-00674;linea_AT;Sud;28;37,3;2,2;83,7;87,5;2;298;critica;0
AST-00675;cabina_primaria;Centro;5;45,4;0,97;77,0;51,2;5;163;standard;0
AST-00676;cabina_primaria;Centro;17;39,4;1,82;38,6;52,7;1;46;standard;0
AST-00677;trasformatore;Isole;22;23,9;1,92;50,6;53,9;0;336;alta;0
AST-00678;linea_AT;Centro;16;46,0;2,7;56,5;52,9;3;298;alta;0
AST-00679;linea_AT;Nord;11;30,3;1,02;53,7;59,3;1;224;alta;0
AST-00680;trasformatore;Nord;15;45,0;3,19;58,2;58,8;3;202;standard;0
AST-00681;trasformatore;Nord;26;28,2;1,67;84,7;63,8;2;171;alta;0
AST-00682;trasformatore;Nord;12;35,5;2,39;80,6;50,5;4;276;standard;0
AST-00683;linea_AT;Nord;16;38,1;1,58;60,4;64,3;4;75;standard;0
AST-00684;linea_AT;Centro;29;52,8;3,91;78,7;46,7;5;133;critica;1
AST-00685;linea_AT;Centro;14;37,2;0,78;73,9;72,3;3;300;standard;0
AST-00686;trasformatore;Nord;25;32,3;2,11;67,4;72,1;2;162;standard;0
AST-00687;trasformatore;Centro;17;45,3;0,59;88,7;61,9;5;156;standard;0
AST-00688;turbina_eolica;Isole;36;40,0;2,53;56,1;52,9;0;424;alta;1
AST-00689;turbina_eolica;Sud;28;49,1;0,73;68,9;66,4;0;305;standard;0
AST-00690;cabina_primaria;Centro;19;32,9;1,43;49,1;49,6;2;143;standard;0
AST-00691;cabina_primaria;Nord;14;43,9;1,31;49,9;62,5;3;91;standard;0
AST-00692;cabina_primaria;Isole;21;64,2;6,23;43,5;59,9;1;406;alta;1
AST-00693;cabina_primaria;Nord;14;39,8;1,0;50,3;98,8;0;176;standard;0
AST-00694;cabina_primaria;Nord;19;43,7;3,21;69,5;44,8;7;281;alta;0
AST-00695;turbina_eolica;Isole;25;27,1;0,17;62,6;24,7;3;357;alta;0
AST-00696;trasformatore;Centro;15;34,3;1,8;63,1;53,1;2;185;standard;0
AST-00697;trasformatore;Sud;21;46,1;4,02;62,6;38,0;0;455;standard;1
AST-00698;turbina_eolica;Centro;23;39,0;0,39;99,9;51,8;1;289;standard;0
AST-00699;trasformatore;Sud;30;47,5;3,12;47,5;43,8;4;352;standard;0
AST-00700;trasformatore;Nord;10;45,8;1,59;45,6;49,3;5;35;standard;0
AST-00701;cabina_primaria;Nord;10;30,1;0,23;52,8;47,1;4;95;alta;0
AST-00702;trasformatore;Nord;16;51,1;3,42;66,7;75,5;4;76;standard;0
AST-00703;cabina_primaria;Nord;23;30,8;2,61;77,3;61,3;4;163;standard;0
AST-00704;linea_AT;Sud;30;35,1;0,89;79,1;77,1;1;299;standard;1
AST-00705;linea_AT;Nord;6;44,1;2,72;85,0;62,6;0;288;standard;0
AST-00706;linea_AT;Centro;15;56,1;0,42;66,1;75,0;2;84;standard;0
AST-00707;trasformatore;Sud;17;33,0;1,12;60,9;57,8;1;247;standard;0
AST-00708;linea_AT;Sud;21;43,3;1,77;97,4;84,3;1;360;alta;0
AST-00709;trasformatore;Centro;27;43,4;1,7;17,9;68,6;8;252;standard;0
AST-00710;cabina_primaria;Centro;8;47,9;2,34;69,1;51,1;4;15;standard;0
AST-00711;trasformatore;Isole;15;52,7;6,13;75,7;70,7;1;241;critica;1
AST-00712;trasformatore;Sud;18;38,4;0,72;100,0;62,4;2;319;standard;0
AST-00713;linea_AT;Sud;25;51,1;2,02;38,1;59,2;3;448;alta;0
AST-00714;linea_AT;Isole;29;54,0;2,05;60,4;63,3;2;531;standard;1
AST-00715;turbina_eolica;Sud;26;58,1;3,62;43,6;72,5;1;307;standard;1
AST-00716;linea_AT;Nord;21;46,5;1,7;35,6;32,4;3;146;standard;0
AST-00717;trasformatore;Centro;6;43,4;0,32;64,3;57,1;4;143;alta;0
AST-00718;linea_AT;Nord;21;37,7;1,88;83,0;71,6;5;211;alta;0
AST-00719;trasformatore;Sud;21;28,9;0,28;89,7;65,5;2;462;standard;0
AST-00720;trasformatore;Isole;29;39,5;3,4;58,4;46,2;3;480;standard;1
AST-00721;trasformatore;Centro;9;43,0;1,75;80,0;28,9;6;208;standard;0
AST-00722;trasformatore;Centro;17;41,0;2,28;64,4;85,8;3;143;standard;0
AST-00723;trasformatore;Nord;15;47,4;0,79;78,0;59,4;1;161;standard;0
AST-00724;turbina_eolica;Isole;32;28,9;0,83;88,8;83,2;4;490;critica;0
AST-00725;trasformatore;Nord;4;40,4;2,59;64,5;73,1;6;128;standard;0
AST-00726;trasformatore;Nord;14;60,0;1,43;87,4;50,9;1;15;standard;0
AST-00727;turbina_eolica;Nord;7;51,0;1,0;46,2;27,0;4;131;alta;0
AST-00728;trasformatore;Nord;17;47,5;4,02;79,8;55,5;2;138;standard;0
AST-00729;linea_AT;Centro;22;45,5;1,91;86,6;61,5;5;64;critica;0
AST-00730;cabina_primaria;Centro;25;38,7;1,12;84,7;68,3;2;229;standard;0
AST-00731;turbina_eolica;Nord;11;26,2;1,99;46,7;46,4;7;200;alta;0
AST-00732;cabina_primaria;Nord;20;46,1;1,27;64,3;64,5;7;309;standard;0
AST-00733;trasformatore;Nord;22;20,0;2,44;73,4;64,5;5;53;standard;0
AST-00734;trasformatore;Centro;7;39,1;0,76;76,0;75,8;5;268;standard;0
AST-00735;linea_AT;Nord;18;42,0;3,44;70,1;57,7;1;237;alta;0
AST-00736;linea_AT;Sud;29;38,0;1,27;93,7;68,2;3;382;standard;0
AST-00737;cabina_primaria;Nord;12;61,5;0,57;44,7;66,0;2;79;standard;0
AST-00738;trasformatore;Nord;7;58,4;0,64;63,7;74,3;2;75;standard;0
AST-00739;linea_AT;Centro;23;51,3;1,51;37,6;50,5;5;218;standard;0
AST-00740;turbina_eolica;Centro;10;33,7;1,01;79,2;19,0;5;217;alta;0
AST-00741;trasformatore;Nord;13;59,3;0,48;78,0;58,7;2;115;critica;0
AST-00742;trasformatore;Nord;14;47,6;0,5;100,0;58,8;6;263;alta;0
AST-00743;cabina_primaria;Sud;27;33,5;1,77;86,5;45,8;2;308;standard;1
AST-00744;trasformatore;Nord;10;42,3;2,07;74,0;40,9;3;15;standard;0
AST-00745;cabina_primaria;Centro;13;50,6;1,86;72,6;54,0;2;192;standard;0
AST-00746;linea_AT;Centro;18;36,6;3,94;62,3;60,4;3;248;standard;0
AST-00747;linea_AT;Nord;20;43,3;2,28;70,3;63,3;3;187;standard;0
AST-00748;linea_AT;Centro;31;44,8;1,11;73,0;30,0;3;237;alta;0
AST-00749;cabina_primaria;Sud;14;32,1;8,66;32,6;37,5;3;460;alta;0
AST-00750;trasformatore;Sud;25;39,6;0,86;71,5;77,8;2;251;standard;0
AST-00751;trasformatore;Nord;7;32,8;0,43;69,8;59,3;6;126;alta;0
AST-00752;linea_AT;Nord;20;49,8;2,68;99,6;62,0;4;284;alta;1
AST-00753;turbina_eolica;Nord;8;33,8;5,14;65,6;43,3;2;15;critica;0
AST-00754;trasformatore;Centro;13;44,6;3,05;54,2;61,9;4;206;critica;0
AST-00755;trasformatore;Sud;19;29,5;1,44;72,8;56,7;3;438;standard;0
AST-00756;trasformatore;Nord;14;31,8;0,94;69,3;53,3;4;257;standard;0
AST-00757;trasformatore;Nord;16;31,4;2,56;65,6;41,5;4;213;alta;0
AST-00758;trasformatore;Isole;28;39,4;1,5;45,0;49,8;1;435;alta;1
AST-00759;cabina_primaria;Nord;14;43,6;1,38;65,2;89,6;5;77;standard;0
AST-00760;trasformatore;Centro;9;45,3;4,15;57,6;57,1;5;320;standard;0
AST-00761;cabina_primaria;Sud;27;26,0;0,34;64,1;73,1;3;244;alta;0
AST-00762;cabina_primaria;Nord;14;40,5;2,2;81,2;59,3;1;69;standard;0
AST-00763;trasformatore;Nord;21;35,2;0,99;55,9;57,6;8;191;standard;0
AST-00764;linea_AT;Nord;10;46,8;1,71;64,0;53,1;4;121;standard;0
AST-00765;linea_AT;Isole;15;39,6;0,84;77,7;80,8;1;397;standard;0
AST-00766;linea_AT;Nord;14;41,3;1,5;63,2;67,2;4;194;standard;0
AST-00767;trasformatore;Nord;22;35,3;6,88;100,0;50,9;6;302;standard;1
AST-00768;trasformatore;Nord;15;57,5;2,87;72,5;56,5;6;195;alta;0
AST-00769;trasformatore;Nord;13;30,4;2,55;45,6;77,1;5;111;standard;0
AST-00770;linea_AT;Centro;12;38,4;1,75;52,9;22,3;2;264;alta;0
AST-00771;cabina_primaria;Nord;25;43,0;1,64;51,1;66,3;3;93;standard;0
AST-00772;linea_AT;Centro;11;39,7;1,83;53,1;69,5;6;283;alta;0
AST-00773;linea_AT;Centro;13;35,1;2,38;77,7;51,5;5;215;standard;0
AST-00774;cabina_primaria;Sud;26;25,7;2,9;48,1;64,2;2;372;alta;1
AST-00775;linea_AT;Nord;3;35,8;5,53;62,0;69,0;4;18;standard;0
AST-00776;trasformatore;Sud;31;33,4;1,44;88,6;44,8;0;160;standard;0
AST-00777;cabina_primaria;Centro;21;57,1;4,08;58,6;73,8;5;90;standard;0
AST-00778;turbina_eolica;Nord;19;62,4;5,57;80,1;66,2;4;300;standard;1
AST-00779;trasformatore;Sud;26;41,5;3,05;37,7;59,9;3;248;alta;0
AST-00780;turbina_eolica;Sud;22;29,4;1,62;61,3;63,5;4;399;standard;0
AST-00781;cabina_primaria;Nord;8;48,6;3,06;52,1;71,9;3;109;critica;0
AST-00782;trasformatore;Isole;24;33,2;0,46;73,4;94,4;2;361;standard;0
AST-00783;turbina_eolica;Centro;11;37,1;4,98;49,4;70,5;5;206;standard;1
AST-00784;trasformatore;Centro;20;36,3;3,24;100,0;73,3;5;342;critica;1
AST-00785;trasformatore;Isole;30;37,5;1,57;38,5;64,7;1;427;standard;0
AST-00786;trasformatore;Nord;23;38,8;1,49;88,4;88,6;7;191;alta;0
AST-00787;linea_AT;Sud;25;30,2;0,56;83,8;41,5;4;444;standard;1
AST-00788;cabina_primaria;Nord;20;35,7;3,57;73,6;37,7;4;109;standard;0
AST-00789;trasformatore;Sud;21;51,2;1,51;69,0;64,1;4;425;alta;0
AST-00790;trasformatore;Centro;14;41,7;5,26;100,0;71,2;5;282;standard;0
AST-00791;trasformatore;Nord;17;43,1;0,45;100,0;26,0;6;231;alta;0
AST-00792;trasformatore;Centro;15;21,9;0,85;64,3;62,0;4;198;standard;0
AST-00793;linea_AT;Nord;16;50,5;0,77;70,8;59,5;8;125;alta;0
AST-00794;linea_AT;Nord;8;35,8;0,15;58,1;72,4;4;90;standard;0
AST-00795;linea_AT;Nord;9;52,1;2,69;47,0;68,0;5;95;standard;0
AST-00796;turbina_eolica;Nord;18;43,4;0,67;76,3;36,7;5;87;standard;0
AST-00797;linea_AT;Nord;19;36,9;0,85;72,5;46,9;1;189;alta;0
AST-00798;trasformatore;Nord;8;26,9;0,7;39,0;50,7;2;142;critica;0
AST-00799;trasformatore;Sud;27;61,6;1,29;76,2;72,3;4;375;critica;0
AST-00800;cabina_primaria;Sud;20;49,2;4,6;73,1;67,2;2;379;alta;1
AST-00801;linea_AT;Sud;23;49,8;2,38;57,2;53,3;5;255;alta;0
AST-00802;cabina_primaria;Nord;23;58,4;1,97;56,0;64,0;7;73;alta;0
AST-00803;cabina_primaria;Isole;30;44,0;1,72;75,6;47,2;2;362;standard;1
AST-00804;linea_AT;Centro;22;54,2;1,14;97,0;90,7;6;148;standard;0
AST-00805;cabina_primaria;Nord;25;37,7;1,15;75,2;70,0;7;90;alta;0
AST-00806;turbina_eolica;Nord;10;48,6;1,9;82,0;73,0;4;296;standard;0
AST-00807;trasformatore;Sud;17;36,3;4,28;53,0;81,3;2;217;alta;1
AST-00808;trasformatore;Nord;10;37,5;1,07;60,5;76,2;3;322;standard;0
AST-00809;trasformatore;Centro;15;42,9;3,31;78,9;62,4;7;233;standard;0
AST-00810;trasformatore;Isole;11;30,6;0,73;43,5;59,4;0;459;alta;0
AST-00811;turbina_eolica;Nord;13;45,0;2,67;71,7;80,0;5;229;standard;0
AST-00812;linea_AT;Nord;11;39,2;4,17;76,9;62,4;4;209;critica;1
AST-00813;linea_AT;Isole;30;24,1;1,62;67,3;51,5;3;513;critica;0
AST-00814;linea_AT;Centro;19;37,9;1,14;73,7;89,5;3;123;standard;0
AST-00815;trasformatore;Nord;10;38,9;2,67;69,0;48,9;4;147;alta;0
AST-00816;linea_AT;Isole;29;49,7;4,92;56,8;37,7;4;312;standard;1
AST-00817;turbina_eolica;Isole;29;44,6;3,21;46,8;75,9;1;244;standard;1
AST-00818;trasformatore;Centro;12;55,0;5,35;66,4;51,8;4;157;alta;1
AST-00819;trasformatore;Centro;14;46,7;1,74;91,5;68,1;2;360;standard;0
AST-00820;trasformatore;Nord;1;37,0;1,66;86,4;87,4;3;146;standard;0
AST-00821;trasformatore;Nord;7;41,5;0,5;61,8;42,8;6;319;standard;0
AST-00822;cabina_primaria;Centro;13;38,9;1,11;61,4;61,4;5;377;alta;0
AST-00823;linea_AT;Nord;14;46,4;1,57;60,1;82,8;1;400;alta;0
AST-00824;linea_AT;Sud;17;42,5;1,69;60,1;71,5;4;492;standard;0
AST-00825;trasformatore;Sud;20;36,3;2,63;73,2;59,5;1;529;standard;0
AST-00826;cabina_primaria;Nord;7;42,1;1,2;87,0;95,5;4;186;alta;0
AST-00827;linea_AT;Centro;18;46,2;1,25;100,0;60,7;2;228;standard;0
AST-00828;trasformatore;Nord;17;32,9;5,94;53,1;67,6;3;184;standard;1
AST-00829;linea_AT;Sud;25;44,9;0,16;79,7;85,1;3;340;standard;0
AST-00830;turbina_eolica;Nord;14;27,8;0,22;77,8;75,7;2;172;alta;0
AST-00831;turbina_eolica;Centro;8;52,0;0,83;62,1;80,5;5;270;standard;0
AST-00832;trasformatore;Centro;13;46,7;0,21;49,5;49,4;2;173;standard;0
AST-00833;turbina_eolica;Centro;15;56,7;0,27;73,0;79,2;6;100;standard;0
AST-00834;trasformatore;Sud;21;32,0;1,31;100,0;64,4;2;369;standard;0
AST-00835;trasformatore;Sud;23;52,2;2,15;72,8;51,6;0;285;critica;1
AST-00836;trasformatore;Centro;26;50,4;1,27;53,8;65,1;3;163;alta;0
AST-00837;cabina_primaria;Sud;28;40,4;2,24;65,2;64,7;2;329;alta;0
AST-00838;trasformatore;Isole;19;38,6;2,91;47,5;88,2;2;350;standard;0
AST-00839;turbina_eolica;Centro;21;32,2;1,98;68,3;67,3;3;299;standard;0
AST-00840;trasformatore;Centro;21;29,9;2,24;80,3;51,1;5;197;standard;0
AST-00841;cabina_primaria;Nord;9;35,2;1,4;55,5;47,8;6;253;standard;0
AST-00842;linea_AT;Sud;28;30,7;1,19;9,4;61,3;1;356;alta;0
AST-00843;cabina_primaria;Centro;16;56,4;0,19;73,0;43,2;1;203;standard;0
AST-00844;trasformatore;Centro;9;28,5;3,01;59,0;52,0;3;223;alta;1
AST-00845;trasformatore;Nord;17;43,3;1,92;54,5;58,6;5;57;standard;0
AST-00846;linea_AT;Isole;26;45,9;2,12;54,3;56,1;2;407;standard;1
AST-00847;trasformatore;Centro;16;45,2;0,47;75,2;72,2;5;278;standard;0
AST-00848;cabina_primaria;Sud;23;46,0;0,87;60,7;51,7;3;419;standard;0
AST-00849;cabina_primaria;Nord;10;50,5;1,34;84,7;27,4;6;52;standard;0
AST-00850;turbina_eolica;Isole;29;38,0;0,66;85,1;38,4;1;258;standard;0
AST-00851;cabina_primaria;Nord;14;42,8;1,96;63,1;61,8;2;117;critica;0
AST-00852;linea_AT;Nord;15;39,4;1,87;58,6;53,8;3;271;standard;0
AST-00853;trasformatore;Sud;25;53,7;1,78;70,3;44,7;1;358;standard;0
AST-00854;turbina_eolica;Isole;18;60,9;2,98;65,4;89,4;5;318;standard;1
AST-00855;trasformatore;Nord;9;31,3;1,99;36,5;73,6;5;44;standard;0
AST-00856;cabina_primaria;Centro;4;23,7;3,95;100,0;61,2;4;155;alta;0
AST-00857;trasformatore;Sud;26;47,1;2,04;80,9;65,3;1;280;standard;0
AST-00858;trasformatore;Sud;16;51,6;1,02;59,7;58,3;3;415;alta;0
AST-00859;linea_AT;Nord;15;59,6;1,67;33,5;44,4;4;241;alta;0
AST-00860;trasformatore;Centro;19;48,6;0,11;64,8;76,4;7;126;standard;0
AST-00861;trasformatore;Sud;27;54,6;2,14;57,4;73,9;5;400;standard;0
AST-00862;linea_AT;Sud;16;56,9;0,89;66,9;34,3;3;392;standard;0
AST-00863;trasformatore;Sud;23;55,2;1,84;29,1;65,2;6;246;standard;0
AST-00864;turbina_eolica;Centro;27;49,9;1,01;59,5;66,7;4;203;standard;0
AST-00865;trasformatore;Nord;24;30,5;0,66;60,6;57,5;8;187;standard;0
AST-00866;trasformatore;Isole;31;41,9;4,75;64,5;91,4;1;393;alta;1
AST-00867;trasformatore;Sud;25;44,7;0,99;63,7;89,8;1;203;standard;0
AST-00868;linea_AT;Sud;17;41,1;0,85;68,9;56,7;2;350;standard;0
AST-00869;cabina_primaria;Nord;18;41,7;2,71;95,4;58,9;2;211;alta;0
AST-00870;trasformatore;Nord;13;56,1;1,31;58,7;57,2;3;286;standard;0
AST-00871;cabina_primaria;Sud;26;35,2;0,94;51,6;53,4;4;286;standard;0
AST-00872;linea_AT;Nord;10;49,2;2,76;36,9;49,1;7;116;standard;0
AST-00873;linea_AT;Isole;24;44,8;1,63;58,8;69,1;3;363;standard;0
AST-00874;linea_AT;Nord;15;34,3;3,0;42,8;89,5;7;183;standard;0
AST-00875;linea_AT;Sud;24;32,3;4,04;85,3;83,7;3;348;standard;0
AST-00876;cabina_primaria;Isole;28;26,7;1,29;66,3;73,0;0;428;alta;0
AST-00877;turbina_eolica;Centro;14;46,4;2,61;84,9;28,3;7;120;standard;0
AST-00878;turbina_eolica;Nord;6;41,4;4,16;94,4;35,9;9;192;alta;0
AST-00879;trasformatore;Centro;27;34,6;4,88;52,4;76,9;6;151;standard;0
AST-00880;trasformatore;Centro;32;25,1;1,09;61,7;84,7;5;199;standard;0
AST-00881;linea_AT;Centro;20;45,9;3,29;92,0;69,8;3;347;standard;1
AST-00882;trasformatore;Centro;9;40,4;0,23;71,4;57,7;3;98;standard;0
AST-00883;trasformatore;Isole;20;35,6;2,02;77,4;80,9;1;358;standard;1
AST-00884;trasformatore;Centro;20;33,3;0,53;86,6;72,6;3;108;standard;0
AST-00885;trasformatore;Nord;22;39,9;1,29;84,1;77,9;4;172;standard;0
AST-00886;linea_AT;Nord;7;46,2;6,27;75,4;36,0;4;244;standard;1
AST-00887;linea_AT;Centro;16;39,0;3,04;93,1;66,8;2;224;standard;0
AST-00888;turbina_eolica;Nord;15;31,3;0,55;66,8;86,8;5;151;standard;0
AST-00889;trasformatore;Nord;19;41,5;0,71;77,3;69,4;8;266;standard;0
AST-00890;turbina_eolica;Sud;21;51,4;3,51;64,8;75,3;2;366;standard;0
AST-00891;turbina_eolica;Nord;5;42,4;3,43;86,4;62,5;3;226;standard;0
AST-00892;linea_AT;Isole;29;42,6;3,55;55,4;63,5;2;437;standard;1
AST-00893;linea_AT;Nord;21;39,1;2,02;37,7;81,6;6;15;standard;0
AST-00894;turbina_eolica;Nord;14;34,0;3,03;79,8;52,6;3;154;critica;0
AST-00895;turbina_eolica;Sud;25;33,7;1,33;49,6;51,3;3;254;alta;0
AST-00896;cabina_primaria;Isole;22;27,0;1,29;47,9;55,3;1;314;standard;0
AST-00897;linea_AT;Nord;9;52,6;1,94;90,8;62,3;6;278;standard;0
AST-00898;turbina_eolica;Nord;20;46,2;0,92;85,4;39,5;2;130;alta;1
AST-00899;turbina_eolica;Nord;16;42,7;0,8;61,8;72,2;3;311;standard;0
AST-00900;trasformatore;Centro;20;44,7;2,5;13,2;59,7;7;97;standard;0
AST-00901;cabina_primaria;Centro;26;45,1;2,65;77,6;74,0;2;123;alta;0
AST-00902;trasformatore;Nord;8;35,4;0,82;79,9;32,3;2;221;standard;0
AST-00903;trasformatore;Nord;11;39,1;1,1;77,3;74,0;1;133;standard;0
AST-00904;cabina_primaria;Centro;18;37,7;2,26;76,5;80,7;2;235;standard;0
AST-00905;linea_AT;Isole;22;64,6;2,14;64,7;68,1;2;371;standard;0
AST-00906;trasformatore;Sud;28;51,2;2,02;60,6;62,4;0;329;standard;0
AST-00907;trasformatore;Centro;16;43,5;0,85;48,1;74,1;4;186;standard;0
AST-00908;trasformatore;Nord;8;54,3;6,8;55,4;79,8;5;174;alta;1
AST-00909;linea_AT;Nord;14;53,2;1,2;73,8;69,3;7;211;standard;0
AST-00910;trasformatore;Nord;15;29,6;2,33;74,1;70,4;6;289;standard;0
AST-00911;cabina_primaria;Sud;29;40,0;0,66;82,2;85,2;2;324;standard;0
AST-00912;cabina_primaria;Sud;25;41,9;1,63;42,7;72,7;3;309;critica;0
AST-00913;turbina_eolica;Isole;28;47,5;0,81;38,1;50,8;1;338;standard;0
AST-00914;linea_AT;Isole;27;40,0;1,17;61,2;79,7;0;498;standard;0
AST-00915;trasformatore;Isole;24;41,1;2,04;49,6;60,3;3;435;standard;0
AST-00916;trasformatore;Isole;21;37,8;3,91;71,3;62,5;0;228;standard;1
AST-00917;linea_AT;Nord;16;51,4;1,07;44,4;63,5;2;15;standard;0
AST-00918;trasformatore;Nord;12;29,0;1,98;89,2;75,6;3;94;standard;0
AST-00919;trasformatore;Nord;24;38,2;2,31;53,2;86,5;2;178;critica;0
AST-00920;trasformatore;Centro;25;25,4;2,73;96,7;62,3;5;207;standard;0
AST-00921;trasformatore;Nord;18;32,7;0,31;77,4;86,2;1;201;standard;0
AST-00922;turbina_eolica;Sud;25;44,9;3,0;49,0;64,3;0;326;alta;1
AST-00923;linea_AT;Centro;16;45,0;2,33;100,0;81,6;6;322;standard;1
AST-00924;cabina_primaria;Centro;9;39,2;2,02;72,8;64,8;2;272;standard;0
AST-00925;linea_AT;Nord;13;52,1;6,53;71,0;55,1;4;166;standard;1
AST-00926;cabina_primaria;Nord;15;54,2;0,98;66,8;88,9;5;252;standard;0
AST-00927;turbina_eolica;Nord;15;41,4;2,14;76,4;53,8;4;28;standard;0
AST-00928;cabina_primaria;Sud;26;44,3;5,67;77,5;52,8;4;333;alta;0
AST-00929;turbina_eolica;Centro;23;37,9;3,63;52,4;44,4;4;221;standard;0
AST-00930;trasformatore;Sud;19;47,6;1,28;64,2;79,7;1;388;standard;0
AST-00931;cabina_primaria;Nord;10;31,3;1,99;70,1;83,0;2;23;standard;0
AST-00932;trasformatore;Nord;23;58,2;2,04;78,5;67,2;5;139;standard;1
AST-00933;trasformatore;Centro;22;52,3;1,43;78,8;48,2;1;242;critica;0
AST-00934;trasformatore;Sud;21;31,2;0,56;71,0;61,9;1;378;standard;0
AST-00935;turbina_eolica;Sud;22;34,9;1,3;58,1;57,8;1;435;standard;0
AST-00936;turbina_eolica;Nord;13;45,8;2,44;57,2;47,6;4;221;standard;0
AST-00937;turbina_eolica;Isole;25;39,0;1,28;46,6;55,2;0;375;alta;1
AST-00938;cabina_primaria;Nord;17;46,9;1,63;78,7;69,1;2;214;standard;0
AST-00939;trasformatore;Isole;40;38,8;3,94;56,9;53,5;1;364;standard;1
AST-00940;turbina_eolica;Nord;15;55,7;1,64;64,5;66,1;3;172;alta;0
AST-00941;trasformatore;Nord;18;42,1;1,71;72,3;37,1;7;224;standard;0
AST-00942;cabina_primaria;Sud;13;63,8;1,87;68,1;85,5;1;336;standard;0
AST-00943;trasformatore;Nord;11;47,4;1,19;67,9;56,5;12;189;alta;0
AST-00944;trasformatore;Centro;24;29,9;3,06;51,7;74,2;1;287;alta;0
AST-00945;turbina_eolica;Centro;19;60,8;0,66;72,8;64,6;4;267;alta;0
AST-00946;linea_AT;Nord;1;51,9;1,19;62,4;67,6;2;259;critica;0
AST-00947;linea_AT;Sud;27;45,4;2,0;66,4;46,2;0;526;standard;1
AST-00948;linea_AT;Sud;35;47,8;1,34;88,8;51,4;2;396;alta;0
AST-00949;linea_AT;Sud;11;31,3;4,6;77,1;51,7;3;303;alta;0
AST-00950;turbina_eolica;Nord;23;25,8;1,73;57,7;62,4;2;201;standard;0
